name	city	state	stars	review_count	main_category
Calafia Café & Market A Go Go	Palo Alto	CA	3.5	529	American (New)
Victoria's Secret	Los Angeles	CA	3.0	7	Lingerie
Antone's Import Co. Original	Houston	TX	4.0	9	Delis
Harvard Art Museum/Fogg Museum	Cambridge	MA	4.5	27	Museums
Jesus Taco	New York	NY	2.5	18	Mexican
Palo Alto High School Glass Blowing	Palo Alto	CA	5.0	2	Middle Schools & High Schools
Gratzi	Ann Arbor	MI	3.5	89	Italian
Sushi Boat	Pittsburgh	PA	3.0	28	Japanese
Tang Dynasty	Urbana	IL	3.0	17	Chinese
Daniel Frank J Orthdntst	San Luis Obispo	CA	5.0	2	Dentists
Schuyler Bakery Inc	Watervliet	NY	4.0	17	Food
French Lavender	Ithaca	NY	5.0	2	Flowers & Gifts
Comfort Inn Lamplighter	San Luis Obispo	CA	2.0	17	Hotels & Travel
Tatte Fine Cookies & Cakes	Mid-Cambridge	MA	4.0	57	Food
Goody's Place and Market	La Jolla	CA	3.0	18	Food
Studio 4	Ann Arbor	MI	1.5	9	Nightlife
KAMI philadelphia	Philadelphia	PA	5.0	3	Food
The International Office	Austin	TX	5.0	7	Colleges & Universities
Residence Inn by Marriott Atlanta Midtown/Historic Hotel	Atlanta	GA	3.0	5	Hotels & Travel
Five Lamps Tavern	New York	NY	3.5	29	Gastropubs
Christie A Coleman, MD	Palo Alto	CA	5.0	8	Doctors
Antonio's	Amherst	MA	4.5	177	Pizza
Terminal West	Atlanta	GA	5.0	5	Arts & Entertainment
Ramada	San Luis Obispo	CA	2.5	15	Hotels & Travel
Blue Fin Sushi & Teriyaki	Claremont	CA	3.0	47	Sushi Bars
Planet Fitness	Ithaca	NY	3.5	7	Active Life
Iron Works Gym	Claremont	CA	3.5	3	Active Life
Lumber Yard	Amherst	MA	4.0	11	American (Traditional)
Yue Kee, Mobile Kitchen	Philadelphia	PA	3.5	37	Food Stands
The Coffee Snobs	Atlanta	GA	4.0	15	Food
Innate Family Chiropractic	Pasadena	CA	5.0	6	Health and Medical
Buffalo Wild Wings Grill & Bar	Blacksburg	VA	3.5	11	Bars
Charlie's Kitchen	Cambridge	MA	3.5	486	Dive Bars
Telegraph Flowers	Berkeley	CA	4.5	25	Flowers & Gifts
Greyhound Bus Lines	Ann Arbor	MI	2.0	2	Hotels & Travel
M Street Cleaners	Atlanta	GA	3.5	5	Local Services
Peppermint Grill	Berkeley	CA	2.5	16	American (Traditional)
The Daily Grill	Waterloo	ON	4.5	3	NA
Cafe of India	Cambridge	MA	3.0	168	Indian
Honey Salon	Manhattan	NY	4.5	2	Hair Salons
Viengvilay Thai Cuisine	Berkeley	CA	2.5	8	Thai
Big Y World Class Market	Amherst	MA	2.5	3	Food
Varna Auto Svce	Ithaca	NY	3.5	2	Auto Repair
Ivey Auto Body Specialist	Champaign	IL	5.0	3	Automotive
Beaner's Gourmet Coffee	Ann Arbor	MI	2.5	5	Food
Colonial Drug	Cambridge	MA	4.5	19	Shopping
Round Table Pizza	La Jolla	CA	3.0	18	Pizza
Sura	Providence	RI	3.5	39	Korean
Dolan & Knight Property Management	Pasadena	CA	3.5	5	Property Management
US Post Office - Kendall Square	Cambridge	MA	2.5	14	Post Offices
Thai Tom	Seattle	WA	4.0	841	Thai
Stroller Stride	Seattle	WA	5.0	2	Active Life
Felix 55	Houston	TX	3.5	38	Bars
Texas Wiener	Philadelphia	PA	4.5	2	Food
Bistro 63 At the Monkey Bar & Grill	Amherst	MA	4.0	9	American (New)
Lombards Stereo	San Luis Obispo	CA	5.0	4	Car Stereo Installation
Mr Noodle	Los Angeles	CA	3.0	357	Thai
Austin Tenant Advisors	Austin	TX	5.0	3	Real Estate Agents
Bain's Deli	Philadelphia	PA	4.0	6	Delis
Marlow's Tavern	Atlanta	GA	3.5	138	Pubs
Shear Madness	Seattle	WA	4.0	49	Hair Salons
Conrad Prebys Music Center	La Jolla	CA	4.5	5	Arts & Entertainment
Casablanca Kabab House	Champaign	IL	3.5	24	Indian
The Harp	Amherst	MA	3.5	12	Pubs
Celtic Lounge	Providence	RI	3.0	14	Pubs
Jai By Wolfgang Puck	La Jolla	CA	3.5	92	Asian Fusion
Stiehl's Body Modification	Ithaca	NY	5.0	20	Tattoo
Suma Sushi	New York	NY	3.5	55	Sushi Bars
Ruzhen Mongolian Grill	Seattle	WA	3.5	74	Mongolian
Troy Community Food Co-Op	Troy	NY	3.5	12	Food
Dai H. Bui, DDS	Montclair	CA	5.0	2	Dentists
Hamilton Jewelers	Princeton	NJ	2.5	9	Shopping
Bevande Coffee	Urbana	IL	3.5	3	Food
Kao Kangg	Seattle	WA	4.5	12	Thai
Hair by Harlow	Amherst	MA	5.0	5	Hair Salons
Cheryl Nina Salon and Day Spa	Amherst	MA	4.0	4	Hair Salons
Consolidated Property Management	Lafayette	IN	1.0	2	Property Management
Stanford Golf Course	Stanford	CA	4.5	22	Active Life
David S Shields, MD	Palo Alto	CA	4.5	4	Doctors
Pottery Barn	Palo Alto	CA	2.5	36	Kitchen & Bath
Guapos Tacos	Philadelphia	PA	3.0	50	Mexican
Groove Yoga	Berkeley	CA	4.5	46	Active Life
Rustey's Pizzeria	Wynantskill	NY	3.5	3	Pizza
Charles Square Farmers Market	Cambridge	MA	4.0	7	Food
Tudor Street Dog Park	Cambridge	MA	4.5	3	Active Life
Ajs Burgers and Beef	West Lafayette	IN	4.0	6	Burgers
Royal Fish Market	Los Angeles	CA	4.5	2	Food
Atomic Wings	New York	NY	2.0	38	Chicken Wings
Jean C Lauricella, MD	Pasadena	CA	2.0	7	Doctors
The Interchurch Center	New York	NY	3.5	8	Religious Organizations
T Mobile	Atlanta	GA	3.0	4	Shopping
Transform Yoga	Lansing	NY	5.0	2	Active Life
Valhalla	Houston	TX	4.0	40	Bars
Church of Scientology	Pasadena	CA	1.0	2	Churches
Kazama Sushi	Claremont	CA	3.0	61	Sushi Bars
Hough's	Pittsburgh	PA	4.0	37	Bars
Failte Irish Pub	Waterloo	ON	2.0	2	Nightlife
Oasis Day Spa	San Diego	CA	5.0	3	Skin Care
Club Diesel	Providence	RI	4.0	2	Nightlife
Cambridge Instant Shoe Repair	Cambridge	MA	4.0	22	Local Services
Broxton Avenue Public Parking	Los Angeles	CA	3.5	19	Automotive
Cafe De Bangkok	Blacksburg	VA	2.5	16	Thai
Cafe 2115	New York	NY	2.5	9	Food
Black Star Hardware	Philadelphia	PA	4.5	2	Hardware Stores
Target	Ithaca	NY	3.0	3	Department Stores
Campus Candy Yogurt Bar	Austin	TX	3.5	10	Food
NAGA	Mid-Cambridge	MA	2.5	11	Bars
Starbucks	Hyattsville	MD	3.5	7	Food
Janet Lynn's Bistro	Waterloo	ON	3.5	3	NA
Seven Shores Urban Market and Cafe	Waterloo	ON	4.0	6	Food
Bikram Yoga Squirrel Hill	Pittsburgh	PA	5.0	4	Active Life
Happy Hair Salon	Seattle	WA	4.0	4	Hair Salons
T Bowl	Philadelphia	PA	2.0	21	Chinese
Alina Hair Salon Dominican Style	College Park	MD	3.5	9	Hair Salons
American Apparel	Los Angeles	CA	3.0	12	Women's Clothing
Atony Taxi & Limousine	Princeton	NJ	3.5	4	Hotels & Travel
Diablo Tattoo	Austin	TX	4.0	29	Tattoo
Papa Da Vinci	Pittsburgh	PA	2.5	12	Pizza
Gloria's Alterations	Los Angeles	CA	5.0	2	Local Services
Slo Med Spa	San Luis Obispo	CA	1.0	2	Beauty and Spas
North Main Auto Repair	Blacksburg	VA	4.5	2	Auto Repair
Target	Los Angeles	CA	3.0	54	Department Stores
Pasta Fiesta	Philadelphia	PA	3.0	3	Italian
Tandoor Indian Grill	Pittsburgh	PA	3.0	19	Indian
Tria Wine Room	Philadelphia	PA	4.5	67	Wine Bars
Full Circle	San Luis Obispo	CA	3.5	4	Used, Vintage & Consignment
Presidential Pizza	New York	NY	2.5	18	Pizza
Zola Michael S, DMD	Los Angeles	CA	4.5	16	Health and Medical
Sigal & Gevojanyan	Los Angeles	CA	3.0	26	Hair Salons
Buffet Town	Berkeley	CA	2.0	25	Buffets
Goodwill	Los Angeles	CA	4.0	14	Thrift Stores
Eskimo Air Conditioning and Heating	Upland	CA	3.5	2	Local Services
Zankou Chicken	Pasadena	CA	4.0	567	Mediterranean
Church of Scientology	Boston	MA	2.0	12	Churches
Meet Point Restaurant	Waterloo	ON	4.5	7	Turkish
Impress	Los Angeles	CA	3.0	2	Local Services
Umansky Medical Center For Plastic Surgery	La Jolla	CA	5.0	4	Doctors
J. Press	Cambridge	MA	4.5	19	Local Services
Eclectic Hair Salon	West Lafayette	IN	3.5	8	Hair Salons
Country Club of Ithaca	Ithaca	NY	4.0	2	Active Life
CHAM Korean Bistro	Pasadena	CA	4.0	335	Korean
Torrey Pines Dermatology	La Jolla	CA	4.0	10	Dermatologists
Stanford Bookstore Cafe	Stanford	CA	3.5	23	Food
Amherst Creperie	Amherst	MA	3.0	21	Food
Wingstop	Urbana	IL	4.5	3	Barbeque
Paul Gerard Hair Salon	La Jolla	CA	5.0	3	Hair Salons
L'Elizabeth	Providence	RI	2.5	31	Food
Star Market	Cambridge	MA	3.0	38	Food
Verdile's Restaurant	Lansingburgh	NY	4.0	8	Italian
Lloyd Mary Ann MD	Palo Alto	CA	3.0	2	Optometrists
Tacos Perez	Los Angeles	CA	5.0	9	Food
Erin J Saldana Photography	Pasadena	CA	5.0	5	Photographers
Red Star Liquors	Urbana	IL	4.5	6	Bars
Nanoo	Palo Alto	CA	3.5	7	Children's Clothing
Buffalo Wild Wings Grill & Bar	West Lafayette	IN	3.5	7	American (Traditional)
Brad Hinrichs, MD	Palo Alto	CA	4.0	9	Doctors
Rider Furniture	Kingston	NJ	4.5	3	Baby Gear & Furniture
Sagehen Cafe	Claremont	CA	3.5	4	American (New)
Friendly's Ice Cream Shoppe	Ithaca	NY	1.5	2	NA
Marci R.D. Nutrition Consulting	Cambridge	MA	5.0	2	Nutritionists
Walton Jeffrey MD	Palo Alto	CA	5.0	2	Doctors
Borders Group Inc	West Lafayette	IN	3.5	3	Books, Mags, Music and Video
Richard Schulman	Los Angeles	CA	4.5	13	Real Estate Agents
Kathleen Kramer, MD	Palo Alto	CA	5.0	5	Dermatologists
Massachusetts Institute of Technology	Cambridge	MA	4.5	68	Colleges & Universities
ONE National Gay & Lesbian Archives	Los Angeles	CA	4.5	3	Libraries
Rendezvous	Los Angeles	CA	3.0	20	Asian Fusion
Teriyaki Boy	Princeton	NJ	4.0	8	Japanese
Panera	Ithaca	NY	3.5	6	Food
Dr Backman	San Luis Obispo	CA	5.0	4	Health and Medical
Professional Copy 'n Print	Seattle	WA	2.5	14	Local Services
Sole Di Paradiso	Palo Alto	CA	4.0	14	Tanning
Totoro	Ann Arbor	MI	3.5	74	Sushi Bars
Om Restaurant & Lounge	Cambridge	MA	3.0	328	Bars
Broadway Realty Partners, LLP	Cambridge	MA	1.5	7	Home Services
DP Dough	Troy	NY	3.0	9	Pizza
Irie Cafe	College Park	MD	3.5	2	Caribbean
Kimo Hair On Lake	Pasadena	CA	2.5	2	NA
Hot Topic	Berkeley	CA	3.0	19	Shopping
Ecco	Atlanta	GA	4.0	371	Modern European
A Cleaner World	Chapel Hill	NC	2.5	7	Local Services
Moe's Southwest Grill	West Lafayette	IN	2.5	7	Tex-Mex
XO Studio	Westwood Village	CA	4.5	18	Skin Care
Fonzie's Peruvian Chicken	Berkeley	CA	3.5	30	Latin American
Grainger Engineering Library	Urbana	IL	4.5	4	Libraries
Fellini Pizzeria	Providence	RI	3.5	113	Pizza
North Carolina Botanical Garden	Chapel Hill	NC	4.0	9	Arts & Entertainment
Yao's Restaurant	Skillman	NJ	4.0	22	Asian Fusion
YWCA	Berkeley	CA	5.0	6	Local Services
Montrose Tire & Auto Center	Houston	TX	4.5	22	Auto Repair
North Hadley Sugar Shack	Hadley	MA	5.0	8	NA
FedEx Office Print & Ship Center	College Park	MD	2.5	3	Local Services
CROW: Computer Repair On Wheels	Philadelphia	PA	5.0	4	Local Services
La Flamme Barber Shop	Cambridge	MA	3.5	51	Hair Salons
Union Square - Stanford Dining	Stanford	CA	2.5	6	Sandwiches
Emory University Hospital Midtown	Atlanta	GA	3.5	13	Hospitals
Motor Village LA	Los Angeles	CA	2.5	47	Auto Repair
Rotondi John T, DMD	Princeton	NJ	3.5	2	Health and Medical
Lotus	Los Angeles	CA	3.5	23	Bars
Discount Inspection & Brake	Houston	TX	4.0	7	Auto Repair
The Masters Studio	Pasadena	CA	4.5	2	Hair Salons
PNC Bank	Pittsburgh	PA	3.5	3	Banks & Credit Unions
Beri Frozen Yogurt	Champaign	IL	4.0	10	Food
Torrey Pines Gliderport Flight School	La Jolla	CA	3.0	10	Active Life
Khajana	Cambridge	MA	5.0	3	Fashion
Dimitrio & Frida's Food Cart	Philadelphia	PA	5.0	3	Sandwiches
Greenbelt Metro Station	College Park	MD	3.0	2	Train Stations
El Pollo Loco	Los Angeles	CA	2.0	9	Fast Food
All About Keys	Los Angeles	CA	5.0	12	Keys & Locksmiths
Pasadena Ford	Pasadena	CA	5.0	2	Automotive
Imperial Bakery	Los Angeles	CA	4.0	13	Food
Lauren J Dickerman, OD	Cambridge	MA	2.5	3	Optometrists
Off the Cuff	Philadelphia	PA	2.0	5	Local Services
Luv Massage	Cambridge	MA	3.5	14	Massage
Crisalide	Los Angeles	CA	3.0	5	Women's Clothing
Peet's Coffee & Tea	San Diego	CA	4.0	18	Food
Nespresso Palo Alto Boutique	Palo Alto	CA	5.0	4	Food
Sunset Animal Care	Ann Arbor	MI	5.0	8	Pet Services
ADT Bel Air Patrol	Los Angeles	CA	3.5	3	Home Services
Tutti Frutti	La Jolla	CA	3.0	42	Food
Nick-A-Nees	Providence	RI	4.0	33	Dive Bars
Murphy's Deli	Champaign	IL	3.5	4	Delis
Michelle Scott Photography	Atlanta	GA	5.0	3	Photographers
Surgecenter of Palo Alto-Outpatient Surgical Facility	Palo Alto	CA	5.0	2	NA
Davis Library	Chapel Hill	NC	4.5	6	Libraries
Crepe De Licious	Urbana	IL	3.5	3	Food
Shoppers Food Warehouse	College Park	MD	3.0	14	Food
John D Smoot, MD	La Jolla	CA	5.0	5	Doctors
The Grand Illusion Cinema	Seattle	WA	4.5	32	Arts & Entertainment
Lincoln Real Estate	Amherst	MA	3.0	2	Real Estate Services
Sully's Restaurant	Hadley	MA	3.5	4	Breakfast & Brunch
Lee's Hurricane Party	Austin	TX	4.5	25	Cajun/Creole
New River Nissan	Christiansburg	VA	5.0	3	Auto Repair
Borics Haircare For Everyone	Urbana	IL	2.5	2	NA
Win Li Supermarket	Ithaca	NY	3.5	6	Food
Spalon International	Houston	TX	5.0	5	Day Spas
Happy Valley	Berkeley	CA	4.0	67	Chinese
Mansour Jewelers	Ithaca	NY	5.0	2	Shopping
Salon Pascual	Pasadena	CA	5.0	4	Hair Salons
Cvs	Cambridge	MA	3.0	4	Shopping
University Pinball	Philadelphia	PA	4.0	17	Arts & Entertainment
Sushi Factory	Blacksburg	VA	3.5	10	Sushi Bars
University Smoke Shop Toms	Seattle	WA	4.5	2	Tobacco Shops
Sportissimo	Palo Alto	CA	2.5	2	Sporting Goods
Scoop DeVille	Philadelphia	PA	4.0	4	Food
Newbury Comics	Amherst	MA	3.0	5	Books, Mags, Music and Video
Taco Bell	Hyattsville	MD	5.0	2	Fast Food
Gaza II Korean Grill	Lafayette	IN	2.5	2	Korean
Forever 21	Champaign	IL	2.0	2	Women's Clothing
La Scala	Lafayette	IN	3.5	39	Italian
Maison Edwards Tobacconist	Ann Arbor	MI	4.5	14	Tobacco Shops
Sprinkles Cupcakes	Palo Alto	CA	3.5	1855	Food
Cantaloop	Pasadena	CA	3.5	58	Food
Bibigo	Los Angeles	CA	3.5	242	Korean
Mee Heng Low Chop Suey Shop	San Luis Obispo	CA	3.5	58	Chinese
The Pita Pit	Ann Arbor	MI	3.0	8	American (New)
Chapel Hill Tire	Carrboro	NC	5.0	4	Tires
Amherst Veterinary Clinic	Amherst	MA	5.0	2	Veterinarians
Chill Bubble Tea	Chapel Hill	NC	3.0	18	Food
Caliornia State Highway Patrol- Car Seat Safety Inspection	Los Angeles	CA	4.0	2	Security Systems
Panache Hair & Beauty	Berkeley	CA	1.5	4	Hair Salons
Food 4 Less	Los Angeles	CA	4.0	5	Food
China Gate Restaurant	Ann Arbor	MI	3.0	59	Chinese
California Beer Festival	Claremont	CA	3.0	2	Local Flavor
Haas Pavilion	Berkeley	CA	4.0	26	Stadiums & Arenas
Northwest Fish & Chips	Seattle	WA	3.0	32	Fish & Chips
Nobel Court	San Diego	CA	2.0	11	Home Services
After Words	Ann Arbor	MI	2.5	2	NA
Hollywood Tans	Atlanta	GA	4.0	7	Tanning
Asian Bistro	Princeton Junction	NJ	4.0	36	Korean
Valvoline Instant Oil Change	Latham	NY	4.0	2	NA
Nancy's Le Nails	Philadelphia	PA	3.0	9	Nail Salons
Mehek	Princeton	NJ	3.0	31	Pakistani
Piece of Mind	Seattle	WA	4.5	3	Tobacco Shops
Nakama Sushi House	Lafayette	IN	3.0	5	Food Delivery Services
Tealuxe	Cambridge	MA	4.0	196	Food
NC License Plate Bureau	Chapel Hill	NC	2.5	2	Public Services & Government
Carousel Luncheonette	Princeton	NJ	3.0	12	Diners
Retrofit	San Luis Obispo	CA	4.5	7	Used, Vintage & Consignment
The Capital Grille	Providence	RI	4.5	74	Steakhouses
Soham Wellness NYC	Manhattan	NY	5.0	3	Weight Loss Centers
Brysi	Philadelphia	PA	4.0	3	Food
Trail Shop	Chapel Hill	NC	2.5	2	Fashion
Ichiro Teriyaki	Seattle	WA	2.5	55	Korean
Conscious Movements	Troy	NY	5.0	4	Active Life
Crepe Cravers	Seattle	WA	4.0	29	Creperies
Peebles Island State Park	Waterford	NY	4.0	2	Active Life
Nordstrom Cafe Bistro	Palo Alto	CA	2.5	13	Cafes
Thai Singha House	Philadelphia	PA	3.0	70	Thai
Marcel Cleaners	Manhattan	NY	1.0	2	Local Services
Roman Pizza	Latham	NY	4.5	2	Pizza
Casa Rosaria's	Plainsboro	NJ	4.0	6	Italian
Quickly	San Luis Obispo	CA	3.5	39	Food
Lollicup Coffee & Tea	Pasadena	CA	3.0	28	Food
Thai Spice Picnic Garden	Troy	NY	2.5	16	Thai
Piatti Ristorante & Bar	Seattle	WA	3.5	100	Pizza
Nick and Nat's Uptown 21	Waterloo	ON	5.0	15	Canadian (New)
Crown Books	La Jolla	CA	3.0	4	Books, Mags, Music and Video
The Cathedral Church of Saint John the Divine	New York	NY	4.5	69	Churches
Saturn Club	Philadelphia	PA	3.0	35	Hair Salons
Club Laga	Pittsburgh	PA	4.5	3	Nightlife
Illini Union Guest Rooms	Urbana	IL	3.5	4	Hotels & Travel
Pancho's	Berkeley	CA	3.0	72	Food
Benchwarmers	Ithaca	NY	3.5	7	Nightlife
Tire Place Inc the	Hyattsville	MD	5.0	4	Tires
Kartabar	Providence	RI	3.5	61	Bars
Sanrio	Pasadena	CA	4.5	2	Shopping
GolfTEC San Diego - Golden Triangle Center	San Diego	CA	5.0	5	Active Life
Jose Mateo's Ballet Theatre	Cambridge	MA	3.5	6	Arts & Entertainment
Regent Theater Westwood Village	Los Angeles	CA	2.5	2	Arts & Entertainment
The UPS Store	Palo Alto	CA	4.0	5	Local Services
Metropolitan Womens Group Llc	Berwyn Heights	MD	1.5	2	Doctors
Paolo Lombardi's Ristorante	Wynantskill	NY	4.0	13	Italian
Massawa	New York	NY	3.5	89	African
Solace On Peachtree	Atlanta	GA	3.0	2	Home Services
World Cafe Live	Philadelphia	PA	4.0	158	Arts & Entertainment
Yogurtland	Seattle	WA	4.5	49	Food
Sharks	Berkeley	CA	3.0	27	Used, Vintage & Consignment
East Dumpling House	New York	NY	3.5	78	Chinese
Espresso Bettola Coffee House	Palo Alto	CA	5.0	2	Food
Meesha's Berkeley Gyros	Berkeley	CA	3.0	45	Mediterranean
Subway Sandwiches & Salads	Champaign	IL	1.0	3	Restaurants
Best Buy	Los Angeles	CA	2.5	51	Local Services
King Street Trio	Waterloo	ON	4.0	2	Seafood
Lansingburgh Veterinary Hospital DVM	Troy	NY	2.0	2	Veterinarians
Cal Student Store	Berkeley	CA	3.5	28	Books, Mags, Music and Video
Dok's Deli	Providence	RI	4.0	23	Delis
UCSD Student Health Services	La Jolla	CA	3.0	22	Medical Centers
Antonio's Pizza	Champaign	IL	2.0	3	Pizza
Chuck's Famous	Atlanta	GA	3.5	7	Sandwiches
Starbucks	Philadelphia	PA	4.5	26	Food
Minuteman Dry Cleaners	Amherst	MA	3.0	2	Local Services
Bank of America	Hampshire	MA	3.5	2	Banks & Credit Unions
Panda East Restaurant	Amherst	MA	3.5	35	Japanese
Godiva Chocolatier	Palo Alto	CA	3.5	17	Specialty Food
Downtown KIA	Los Angeles	CA	4.0	13	Automotive
Harlow	San Luis Obispo	CA	5.0	3	Women's Clothing
Vision House Harvard Square	Cambridge	MA	1.5	9	Shopping
Cantanker Magazine	Austin	TX	4.0	2	Print Media
Long Life Noodle Co & Jook Joint	Palo Alto	CA	2.0	33	Asian Fusion
Campus Rentals	Ann Arbor	MI	1.5	3	NA
Taco Bell	Los Angeles	CA	2.0	2	Restaurants
Plainsboro Pharmacy	Plainsboro	NJ	4.5	3	Health and Medical
Hamburger Hamlet	Pasadena	CA	3.5	174	American (Traditional)
It's Just Lunch	San Diego	CA	1.0	21	Professional Services
Westwood Sporting Goods Co	Los Angeles	CA	4.5	14	Sporting Goods
Schenley Park Visitors Center	Pittsburgh	PA	5.0	8	Active Life
Pete's Place	Troy	NY	4.5	2	Thrift Stores
Sushi.Com	Ann Arbor	MI	2.5	55	Sushi Bars
Granville Towers	Chapel Hill	NC	2.5	3	Home Services
La Belle Hair & Skin	Los Angeles	CA	3.5	77	Hair Salons
Rite Aid	Seattle	WA	1.5	7	Shopping
Corner View	San Luis Obispo	CA	3.5	49	Seafood
Borders	Pasadena	CA	3.5	60	Food
WXPN Radio	Philadelphia	PA	4.0	36	Mass Media
Comfort Inn	Ithaca	NY	2.5	7	Hotels & Travel
Great Wall Restaurant	Lafayette	IN	4.0	9	Chinese
First Financial Credit Union	Montclair	CA	2.5	3	Banks & Credit Unions
Craft Cleaners	Princeton	NJ	2.5	14	Local Services
Rugged Wearhouse	College Park	MD	4.0	12	Fashion
Golden Nozzle Self Serve Car Wash	Hadley	MA	3.5	2	Automotive
Lexington Chocolatier	Atlanta	GA	4.5	5	Specialty Food
Salon De La Cruz	Pasadena	CA	4.5	51	Hair Salons
Manory's Restaurant	Troy	NY	3.0	13	American (Traditional)
Cathedral Parkway 110th St. Station	Manhattan	NY	3.0	3	Hotels & Travel
FedEx World Service Center	Los Angeles	CA	1.5	9	Couriers & Delivery Services
Hillside Pizza	Hadley	MA	4.5	8	Pizza
Macado's	Blacksburg	VA	3.0	30	Sandwiches
Pupuseria La Familiar	College Park	MD	4.0	13	Latin American
Deja-Vu Fashions	Claremont	CA	3.0	4	Women's Clothing
The Nautical Bean Coffee House & Bistro	San Luis Obispo	CA	4.0	13	Coffee & Tea
Eastern Accents	Ann Arbor	MI	4.0	34	Food
Chris Rodriguez Moving	Berkeley	CA	4.5	8	Movers
Columbia Barber Shop	Manhattan	NY	5.0	2	Barbers
Jack In the Box	San Luis Obispo	CA	2.5	11	Fast Food
Exxon	Carrboro	NC	3.0	2	Automotive
Inn on Columbia	Ithaca	NY	4.0	11	Hotels & Travel
Fresher Nails	San Luis Obispo	CA	3.5	14	Nail Salons
Modern Nail	Princeton	NJ	4.0	9	Nail Salons
California Toss	Los Angeles	CA	3.5	2	Fast Food
Citibank	New York	NY	3.5	2	Banks & Credit Unions
Madeira Liquors	Providence	RI	4.5	21	Food
Acosta Antonio	New York	NY	4.0	6	Delis
Bruegger's Bagels	Pittsburgh	PA	3.5	5	Food
Sahara Mediterranean Restaurant	Ithaca	NY	3.5	11	Mediterranean
El Ranchito Restaurant	Los Angeles	CA	4.5	6	Mexican
Hawaii BBQ Restaurant	Seattle	WA	4.0	178	Barbeque
Touch Of Clarity Therapeutic Massage	San Luis Obispo	CA	5.0	2	Massage
Blue Nile Of Ann Arbor	Ann Arbor	MI	3.5	72	Ethiopian
George's Cafe	Austin	TX	2.5	7	Cafes
Tar Heel Taxi	Chapel Hill	NC	3.5	6	Hotels & Travel
Fast Eddie's Cloth Car Wash & Oil Change	Lafayette	IN	4.0	2	NA
Bliss Body Spa	San Luis Obispo	CA	4.0	13	Skin Care
Viva La Diva Events	Ann Arbor	MI	5.0	2	Wedding Planning
Lyndell's Bakery	Cambridge	MA	3.5	61	Food
Double Dave's Pizzaworks	Austin	TX	3.0	38	Nightlife
College Park Animal Hospital	College Park	MD	1.5	5	Veterinarians
The Velvet Underground Boutique	Lafayette	IN	4.5	3	Women's Clothing
Creekside Brewing Company	San Luis Obispo	CA	3.5	95	Pubs
SubsConscious	New York	NY	3.0	58	Delis
Santa Rosa Shell	San Luis Obispo	CA	3.0	6	Automotive
Red Brick Pizza	Pasadena	CA	2.0	6	Pizza
New Delhi Diamond's Restaurant	Ithaca	NY	3.5	23	Pakistani
Ithaca Sumo Japanese Hibachi and Sushi	Ithaca	NY	3.0	2	Japanese
Petsburgh Pet Care	Lafayette	IN	2.0	2	Pet Services
Espresso Royale	Urbana	IL	2.0	2	Food
Dental One Associates	Atlanta	GA	1.5	7	Health and Medical
Haakon's Hall	New York	NY	4.0	56	American (Traditional)
Tarheel Take-Out	Chapel Hill	NC	3.5	9	Food Delivery Services
Gennaro's Restaurant	Princeton	NJ	4.0	4	Italian
Top Notch Art Centre	Pittsburgh	PA	3.0	7	Art Supplies
Automobile Club of Southern California	Los Angeles	CA	3.5	10	Financial Services
Metro Computer	Atlanta	GA	5.0	15	Local Services
Experimental Media and Performing Arts Center	Troy	NY	3.0	3	Arts & Entertainment
New Dragon Kitchen	New York	NY	3.5	2	Restaurants
Twilight Vintage	Troy	NY	2.0	2	Used, Vintage & Consignment
Pizza Outlet	Pittsburgh	PA	1.0	2	Pizza
Paragon Your Salon	Atlanta	GA	3.5	10	Hair Salons
Neo Nails	Chapel Hill	NC	3.0	9	Nail Salons
Club Havana	Pittsburgh	PA	3.0	3	Nightlife
Socko's Subs	Los Angeles	CA	3.5	130	Delis
Toviah Thrift Shop	Philadelphia	PA	3.0	6	Used, Vintage & Consignment
Bissonnet Kirby Animal Hospital	Houston	TX	5.0	3	Veterinarians
The City Community Church	Austin	TX	4.5	3	NA
Lucille Roberts Health Club	New York	NY	1.5	2	Active Life
Kulturez	Cambridge	MA	4.0	3	Fashion
Diana Sechrist Photography	Cambridge	MA	5.0	3	Photographers
Radhika's Cuisine of India	Pasadena	CA	3.5	32	Indian
Michigan Book & Supply	Ann Arbor	MI	3.0	6	Shopping
Moe's Southwest Grill	Austin	TX	2.0	8	Tex-Mex
New China Express	Seattle	WA	3.0	42	Chinese
The Spot Underground	Providence	RI	4.0	12	Arts & Entertainment
Purple Gables Bed & Breakfast	Amherst	MA	4.0	4	Food
Pink Nails	Princeton	NJ	4.0	7	Nail Salons
Greyhound Bus Lines	Ithaca	NY	2.0	6	Hotels & Travel
The Sanctuary Tobacco Shop	San Luis Obispo	CA	4.5	9	Tobacco Shops
Acme Video Inc	Providence	RI	4.5	4	Videos and Video Game Rental
UCSD Internal Medicine Group	San Diego	CA	2.5	2	Doctors
Legal Sea Foods	Cambridge	MA	4.0	9	Seafood
Typecast Inc. Tattoos & Piercing	Champaign	IL	5.0	2	Tattoo
Dickies BBQ	San Luis Obispo	CA	3.5	4	Barbeque
Skewerz Pizza K	Atlanta	GA	3.5	8	Indian
Tokyo Garden Teriyaki	Seattle	WA	3.5	81	Sushi Bars
Kinsolving Dining Hall	Austin	TX	3.5	2	Buffets
